Id,Label,timeset,modularity_class
"生粉",,,14
"淀粉",,,14
"全体",,,14
"干燥",,,14
"绿帽子[俗语]",,,5
"黄帝[华夏部落首领]",,,3
"轩辕氏",,,3
"中华",,,22
"华夏族",,,22
"三月初三",,,3
"龙图腾",,,3
"嫘祖",,,3
"黄帝故里拜祖大典",,,3
"君主",,,3
"氽",,,5
"水",,,2
6,,,29
OE,,,5
CJK,,,5
"会意",,,5
"动词",,,5
"西米[棕榈树类的树干加工制成的可食用西米淀粉]",,,14
sago,,,14
"反恐精英[射击游戏系列]",,,20
"多人",,,20
"小雅·正月",,,5
"西周",,,3
"《诗经》",,,5
"杂言古诗",,,5
"无名氏",,,5
"烟花烫[纪念张国荣逝世一周年官方主题曲]",,,2
"七月",,,8
2005,,,2
"曾一鸣",,,2
"雅丹地貌",,,16
"魔鬼城",,,16
"风蚀地貌",,,16
"污染[汉语词语]",,,1
pollute,,,1
"酸牛奶",,,14
yogurt,,,14
"太白粉",,,14
"马铃薯",,,14
"马铃薯淀粉",,,14
"知识经济[经济学理论概念]",,,3
"重庆市科学技术协会",,,3
1999,,,3
"半月刊",,,5
logo[商标/徽标],,,22
LOGO,,,22
"瑶柱",,,14
"信息素",,,8
pheromone,,,8
"外激素",,,8
"下丘脑",,,8
"重瞳",,,5
"着床",,,1
"月经",,,1
"血型",,,1
"血小板",,,3
platelet,,,3
1882年,,,3
"梦网服务",,,22
"中国移动通信集团公司",,,22
"手机",,,1
"刷机",,,1
Flash,,,1
"玉兰片",,,14
"十四行诗",,,3
"外国文学",,,5
"软件外包",,,4
"智能手机",,,1
"炫铃",,,1
"中国联通",,,1
"全资子公司",,,22
"工商管理",,,22
"一人公司",,,22
"小灵通",,,1
2011年,,,2
"无线市话",,,1
"授权文件",,,1
"义经[日本2005年泷泽秀明主演大河剧]",,,2
2005年1月9日,,,2
"哥特[文学派别]",,,3
Goth,,,3
"泰坦[希腊神话中的神族]",,,3
Titan,,,3
"自然现象",,,1
"孜然[植物]",,,8
"被子植物门",,,8
"原始花被亚纲",,,8
"伞形目",,,8
"伞形科",,,8
"芹亚科",,,8
"阿米芹族",,,8
"孜然芹属",,,8
"中药",,,8
"元气[道教术语]",,,5
"《鹖冠子》",,,5
"羊羹[食品]",,,14
"米迦勒[《圣经》中的天使长]",,,3
Michael,,,3
"米凯尔",,,3
"迈克尔",,,3
"漫游[移动电话业务]",,,1
roaming,,,1
"炼狱[人死后精炼的过程]",,,22
"云吞面[传统小吃]",,,14
"爽脆",,,14
"粤菜",,,14
"信托公司",,,22
"信托业务",,,22
"网页脚本",,,1
"以太网控制器",,,1
"网卡",,,1
"优化",,,5
"虚拟网卡",,,1
VPN,,,1
"向后兼容",,,1
"向下兼容",,,1
"外壳程序",,,1
shell,,,1
Unix,,,1
"河童[民间传说中的一种两栖动物]",,,3
"水虎",,,3
"河伯",,,3
"血红蛋白",,,1
"水版",,,1
"自助餐[国际上非正式的西式宴会]",,,14
"西餐",,,14
"冷餐会",,,14
"行货",,,22
"注册机",,,14
"羽化[道教词汇]",,,5
"万物",,,5
"杀人游戏[智力类游戏]",,,2
"迅雷[下载软件]",,,2
"深圳市迅雷网络技术有限公司",,,2
2003年,,,2
"智能下载",,,2
"蜂鸟",,,2
"王川",,,2
"航空航天",,,1
"智齿[人类第三大臼齿]",,,1
"智牙",,,1
"真牙",,,1
"口腔科",,,1
"科怀·伦纳德",,,15
1991年6月29日,,,22
"圣迭戈州立大学",,,15
"篮球",,,15
"圣安东尼奥马刺队",,,15
2号,,,15
"小贴士",,,22
"香蕉水",,,1
"色彩三要素",,,13
ng镜头,,,1
"蛋彩画",,,13
"跑焦",,,1
"像素",,,1
"图像元素",,,1
pixel,,,1
"变态美学",,,1
"夜大",,,29
"高升专",,,29
"高升本",,,29
"业余",,,29
"视觉艺术传达",,,5
"原创",,,5
Original,,,5
"唯一性",,,5
"釉",,,5
"腌西瓜",,,14
"凉拌西瓜",,,14
"粮食作物",,,14
"小鸟球",,,8
19世纪,,,8
"三二联防",,,15
"梗米",,,8
"大米",,,14
"种子植物门",,,8
"单子叶植物纲",,,8
"稻属",,,8
"粳稻",,,8
NBA,,,15
"美国职业篮球联赛",,,15
BAA,,,15
"亚当·席尔瓦",,,15
"体育组织",,,15
